,,,,,,,,,,,,,,,
,ppt,Precip (mm/mon),,,,,,,,,,,,,
IA,60,tmax,2002,4.03,4.34,6.34,14.94,20.04,27.89,30.25,27.74,26.07,14.5,7.13,3.81
IA,60,tmax,2003,-1.92,-0.62,7.08,17.01,20.54,25.67,28.26,29.92,23.55,18.26,8.2,2.72
IA,60,tmax,2004,-2.82,0.08,9.87,17.56,22.49,25.32,26.77,24.76,26.35,16.89,10.14,2.04
IA,60,tmax,2005,-2.39,3.81,7.85,18.9,20.44,29.42,30.11,28.82,27.16,18.34,10.24,-3.38
IA,60,tmax,2006,4.27,2.07,7.67,18.71,21.42,26.53,29.88,27.57,21.86,14.76,10.38,4.26
IA,60,tmax,2007,0.29,-5.31,10.47,14.12,25.28,27.21,28.52,28.88,26.14,19.61,8.93,-1.65
IA,60,tmax,2008,-2.75,-3.73,5.07,14.52,20.41,27,28.48,27.32,24,16.71,8.61,-1.75
IA,60,tmax,2009,-5.87,2.37,9.1,15.01,21.73,26.66,25.08,25.58,23.9,12.57,11.67,-1.1
IA,60,tmax,2010,-5.67,-2.27,10.21,20.12,22.05,27.61,29.1,29.03,24.06,19.96,9.86,-3.41
IA,60,tmax,2011,-4.26,-0.35,7.18,14.12,21.65,26.27,31.21,28.75,21.99,19.2,10.5,4
IA,60,tmax,2012,1.99,3.62,16.96,17.03,25.49,28.4,33.15,28.77,24.4,16.24,9.75,3.58
IA,60,tmax,2013,0.63,-0.02,2.64,13.38,22.1,26.05,28.09,28.32,26.67,16.98,6.9,-2.51
IA,60,tmax,2014,-4.95,-6.1,3.8,15.63,21.84,27.13,26.17,27.27,23.52,16.21,3.82,1.94
IA,60,tmax,2015,-1.57,-5.15,8.06,17.75,21.71,26.01,27.51,26.53,27.03,17.89,11.17,5.95
IA,60,tmean,1950,-4.5,-5.34,-0.51,6,15.9,20.21,20.98,20.09,17.39,14.46,1.08,-8
IA,60,tmean,1951,-7.55,-5,-1.35,7.15,17.14,19.09,21.98,21.19,16,12.03,-0.55,-5.46
IA,60,tmean,1952,-5.47,-0.51,0.07,10.22,15.42,23.16,24.32,21.2,18.02,8.37,4.69,-2.14
IA,60,tmean,1953,-4.26,-1.91,2.48,6.69,15.5,22.56,23.72,22.81,18.33,14.48,5.49,-1.98
IA,60,tmean,1954,-5.86,2.29,0.7,11.21,13.11,22.94,24.6,21.94,19.18,11.61,4.86,-2.23
IA,60,tmean,1955,-5.9,-4.94,1.39,13.27,17.27,19.15,26.36,25.01,19.02,11.85,0.8,-5.77
IA,60,tmean,1956,-5.81,-4.16,1.29,8.31,16.37,23.06,22.75,22.61,17.31,14.92,3.68,-2.18
IA,60,tmean,1957,-8.83,-0.71,2.17,9.98,15.1,20.82,24.83,22.73,16.8,10.19,2.98,-0.27
IA,60,tmean,1958,-5.1,-8.64,1.46,9.94,16.26,18.78,21.42,22.6,17.95,12.94,5.59,-6.63
IA,60,tmean,1959,-9.34,-5.91,1.47,9.36,17.7,21.87,22.11,24.67,18.68,9.37,-1.08,0.68
IA,60,tmean,1960,-5.26,-5.82,-6.34,10.81,14.66,19.56,22.28,22.71,19.61,11.36,4.96,-4.74
IA,60,tmean,1961,-6.26,-1.09,2.85,6.23,13.64,20.77,22.29,22.41,17.9,12.32,3.81,-5.63
IA,60,tmean,1962,-9.69,-5.49,-1.32,8.58,19.1,20.64,21.63,21.91,16.36,12.92,3.75,-4.23
IA,60,tmean,1963,-12.21,-8.04,3.91,11.42,15.1,22.53,23.21,21.41,18.16,17.21,5.99,-9.87
IA,60,tmean,1964,-3.23,-2.79,0.77,9.88,18.69,21.16,24.32,20.96,17.78,10.23,6.34,-5.5
IA,60,tmean,1965,-6.78,-6.04,-3.27,8.63,18.04,20.32,22.54,21.51,16.85,11.85,4.8,0.59
IA,60,tmean,1966,-9.9,-4.82,4.07,7.92,13.18,20.57,24.63,20.79,16.93,11.05,4.58,-3.47
IA,60,tmean,1967,-4.22,-6.92,2.97,10.24,13.61,21.14,21.59,19.76,16.27,10.71,2.06,-1.69
IA,60,tmean,1968,-6.48,-4.93,5.48,10.78,14.2,21.68,22.99,22.74,17.39,12.17,3.43,-3.99
IA,60,tmean,1969,-8.69,-3.32,-0.37,10.55,16.08,18.42,23.52,22.62,17.97,10.05,3.1,-4.69
IA,60,tmean,1970,-11.47,-4.44,0.53,10.02,17.76,21,23.52,22.4,18.02,12.2,3.25,-3.03
IA,60,tmean,1971,-9.56,-5.66,0.17,10.34,13.93,23.91,21.65,21.17,19.52,15.59,4.31,-1.21
IA,60,tmean,1972,-7.85,-7.53,1.64,7.87,17.04,19.89,22.55,22.54,18.92,9.48,1.99,-6.42
IA,60,tmean,1973,-4.59,-2.4,6.82,8.67,14.06,21.99,23.55,23.09,18.14,14.43,4.26,-4.75
IA,60,tmean,1974,-7.32,-3.91,3,10.97,14.34,19.03,24.82,20.73,15.37,11.29,4.1,-2.61
IA,60,tmean,1975,-5.01,-4.97,-2.54,6.63,17.56,21.29,23.36,23.26,15.41,12.45,6.67,-1.76
IA,60,tmean,1976,-7.03,0.52,4.1,10.92,14.39,21.1,23.46,21.25,17.02,8.33,-0.56,-8.07
IA,60,tmean,1977,-14.23,-3.65,5.73,12.92,19.69,21.31,24.71,20.49,18.34,10.28,3.03,-6.52
IA,60,tmean,1978,-11.91,-10.84,-1.11,9.83,15.27,21.25,22.89,22.12,20.31,10.15,3.62,-5.74
IA,60,tmean,1979,-14.16,-11.34,0.84,7.42,15.35,21.11,22.48,22.06,18.33,11.55,3.23,-0.94
IA,60,tmean,1980,-5.3,-6.97,-0.24,9.43,16.6,20.71,24.87,23.77,18.54,9.59,3.93,-3.31
IA,60,tmean,1981,-4.7,-2.68,4.09,12.47,14.56,21.27,22.83,21.47,17.32,10.22,5.04,-4.34
IA,60,tmean,1982,-12.6,-6.53,0.4,6.58,17.95,18.42,23.28,21.2,16.94,11.99,3.23,0.27
IA,60,tmean,1983,-3.69,-1.45,3.03,6.48,13.83,21.63,25.28,25.58,18.04,11.65,5.11,-11.24
IA,60,tmean,1984,-7.67,0.07,-1.56,8.77,13.9,21.83,22.01,22.98,17.03,12.16,3.69,-1.88
IA,60,tmean,1985,-9.76,-7.31,4.78,12.1,17.38,19.55,23.12,20.44,18.57,11.17,0.64,-10.83
IA,60,tmean,1986,-5.64,-6.25,3.93,11.99,16.37,21.82,24.25,19.78,18.81,11.2,0.97,-2.3
IA,60,tmean,1987,-4.08,0.79,5.04,11.38,18.39,23,25.07,22.36,17.45,8.34,6.1,-1.3
IA,60,tmean,1988,-8.53,-6.8,3.21,9.51,17.83,23.07,24.82,25.22,18.76,8.21,3.9,-3.08
IA,60,tmean,1989,-1.36,-8.69,1.25,9.01,14.59,20.28,24.01,21.87,16.06,11.87,2.29,-9.63
IA,60,tmean,1990,-0.95,-1.72,4.78,9.36,13.7,21.04,22.81,22.19,19.07,10.39,6.16,-5.31
IA,60,tmean,1991,-9.4,-2.01,4.19,11.13,18.54,23.13,23.77,22.6,17.45,10.85,-0.37,-2.19
IA,60,tmean,1992,-3.06,-0.01,3.84,8.2,15.82,20.05,20.79,19.05,16.14,10.54,1.53,-3.86
IA,60,tmean,1993,-6.51,-5.85,0.04,7.51,16.09,19.77,22.53,22.49,14.85,10.22,2.14,-2.95
IA,60,tmean,1994,-11.26,-8.07,2.97,10.15,15.33,21.98,21.83,20.51,18.19,12.82,5.09,-1.14
IA,60,tmean,1995,-7.24,-3.76,3.57,7.45,14.3,22.1,23.47,25.45,16.14,11.17,-0.57,-4.38
IA,60,tmean,1996,-7.45,-5.38,-1.02,8.03,13.58,20.83,21.54,21.53,16.6,11.46,-0.87,-5.25
IA,60,tmean,1997,-9.19,-3.3,3.3,7.12,12.47,21.1,22.97,20.69,18.09,11.42,1.35,-2.3
IA,60,tmean,1998,-4.26,2.42,1.87,9.84,18.38,20.07,23.17,22.8,19.76,11.7,5.18,-0.36
IA,60,tmean,1999,-8.43,0.64,1.58,10.55,16.38,21.07,24.9,20.98,16.48,10.74,6.83,-3.04
IA,60,tmean,2000,-5.97,-0.66,6.29,9.59,16.98,19.93,22.01,22.33,18.37,13.02,1.54,-11.32
IA,60,tmean,2001,-6.48,-6.4,-0.56,11.77,16.66,19.68,23.61,22.69,16.31,10.22,9.08,-0.19
IA,60,tmean,2002,-1.39,-0.95,0.35,9.16,13.7,22.02,24.48,21.87,18.76,9.11,1.9,-1.64
IA,60,tmean,2003,-7.19,-6.56,1.21,10.07,14.26,19.46,22.46,23.22,16.54,10.79,3.19,-1.56
IA,60,tmean,2004,-7.37,-4.89,4.82,10.46,16.27,19.92,21.31,18.9,18.85,10.99,5.32,-2.86
IA,60,tmean,2005,-6.37,-0.55,1.98,12.05,13.95,23.19,23.58,22.25,19.93,11.55,4.49,-7.3
IA,60,tmean,2006,0.25,-3.92,2.46,11.88,15.6,20.47,24.15,22.36,15.9,8.82,4.81,-0.57
IA,60,tmean,2007,-4.69,-9.77,5.21,8.08,18.64,21.26,22.35,23.64,18.72,13.81,3.26,-5.63
IA,60,tmean,2008,-7.84,-8.72,-0.07,8.94,13.95,21.2,22.82,21.15,17.99,10.32,3.55,-7.45
IA,60,tmean,2009,-11.27,-3.24,3.17,8.66,15.57,21.03,19.74,20.22,17.45,7.93,6.53,-5.06
IA,60,tmean,2010,-9.47,-7.36,4.52,13.18,16.16,22.1,23.95,23.47,17.66,12.02,4.04,-7.76
IA,60,tmean,2011,-8.62,-5.01,2.09,8.59,15.38,21,25.65,22.42,15.76,11.78,4.79,-0.59
IA,60,tmean,2012,-3.39,-1.04,10.7,10.53,18.48,21.73,26.46,21.52,16.47,9.6,3.7,-1.21
IA,60,tmean,2013,-4.97,-4.63,-1.94,7.33,16.16,20.83,22.12,21.76,19.33,10.44,1.42,-7.65
IA,60,tmean,2014,-10.93,-11.61,-1.76,8.81,15.73,21.73,20.54,21.98,16.73,10.11,-1.32,-1.45
IA,60,tmean,2015,-6.46,-10.74,1.35,10.4,16.29,20.57,22.14,20.68,20.64,11.59,5.69,2.28
IA,60,tmin,1950,-10.61,-10.38,-5.31,0.11,9.75,14.06,14.36,13.98,11.04,7.01,-4.56,-12.79
IA,60,tmin,1951,-12.58,-9.83,-6.12,1.81,10.65,13.62,15.98,15.31,9.74,6.16,-5.93,-10.7
IA,60,tmin,1952,-11.06,-4.72,-4.63,3.26,9.2,16.88,17.91,14.95,10.06,-0.31,-1.76,-5.8
IA,60,tmin,1953,-8.61,-6.9,-2.74,1.02,9.32,16.14,17.6,15.66,10.25,6.35,-0.78,-6.93
IA,60,tmin,1954,-11.58,-3.33,-4.82,4.6,6.67,16.87,18.03,16.09,12.3,5.79,-0.72,-6.12
IA,60,tmin,1955,-10.26,-10.27,-4.6,6.53,10.36,12.97,20.08,17.97,11.35,5.33,-5,-10.85
IA,60,tmin,1956,-11.32,-9.35,-4.38,1.08,9.59,16.3,16.44,16.67,9.91,7.3,-1.67,-6.88
IA,60,tmin,1957,-14.19,-5.02,-3.46,4.41,9.16,14.99,18.8,16.41,10.51,3.86,-1.31,-5.34
IA,60,tmin,1958,-9.03,-14.06,-3.1,3.48,8.59,13.11,15.95,16.27,11.68,5.98,-0.54,-11.97
IA,60,tmin,1959,-14.72,-11.1,-3.67,3.01,11.73,15.48,15.83,19.1,12.7,4.42,-6.37,-3.1
IA,60,tmin,1960,-9.46,-10.26,-12.11,4.85,8.89,13.78,15.93,16.55,13.22,4.61,-0.96,-10.18
IA,60,tmin,1961,-12.05,-6.49,-1.82,0.43,6.7,13.7,16.17,15.93,11.87,5.95,-0.93,-10.32
IA,60,tmin,1962,-14.79,-9.93,-6.15,2.04,13.15,14.43,15.96,15.23,9.48,7.05,-1.79,-9.6
IA,60,tmin,1963,-17,-13.96,-1.85,4.63,8.55,15.18,16.92,15.22,11.67,9.67,0.39,-15.1
IA,60,tmin,1964,-8.86,-8.83,-4.98,3.55,12.13,14.73,18.21,14.52,11.7,2.52,0.31,-9.93
IA,60,tmin,1965,-12.11,-11.71,-7.7,3.2,11.56,14.03,16.44,15.69,11.59,5.59,-0.57,-4.05
IA,60,tmin,1966,-15.39,-10.37,-1.76,1.94,6.42,14.18,18.05,13.87,9.95,3.67,-1,-7.76
IA,60,tmin,1967,-9.84,-12.92,-2.51,4.37,6.75,15.32,14.95,13.34,9.59,4.75,-2.51,-5.84
IA,60,tmin,1968,-11.43,-10.61,-1.54,4,7.6,15.41,16.9,16.72,11.27,6.08,-1.08,-8.49
IA,60,tmin,1969,-13,-7.37,-6.26,4.43,9.62,12.49,18.35,16.04,11.77,4.24,-2.69,-9.18
IA,60,tmin,1970,-16.32,-10.49,-4.55,3.79,11.5,15.14,17.01,16.32,12.13,6.41,-1.16,-7.89
IA,60,tmin,1971,-15.22,-10.02,-4.57,2.86,6.9,17.52,15.7,13.94,12.85,9.25,-0.79,-4.97
IA,60,tmin,1972,-13.2,-13.15,-3.96,1.9,10.67,13.12,16.79,17.15,13.06,3.9,-1.36,-10.86
IA,60,tmin,1973,-8.92,-6.7,1.98,3.67,8.45,15.95,17.73,17.04,13.09,8.19,-0.67,-9.04
IA,60,tmin,1974,-11.61,-9,-2.35,4.46,9.13,12.9,18.27,14.94,8.6,4.52,-0.46,-6.47
IA,60,tmin,1975,-9.76,-9.15,-7.74,1.09,10.88,15.37,16.69,17.24,9.29,4.64,1.49,-6.12
IA,60,tmin,1976,-13.12,-5.7,-1.57,4.16,7.73,14.29,16.77,14.16,9.43,1.59,-6.99,-14.39
IA,60,tmin,1977,-20.07,-9.81,0.27,5.96,12.74,14.5,18.21,14.82,12.74,4.38,-1.77,-11.01
IA,60,tmin,1978,-17.25,-16.88,-6.23,3.55,9.51,14.68,17.47,15.51,13.23,3.84,-1.54,-10.43
IA,60,tmin,1979,-19.1,-16.89,-3.94,2.19,8.4,14.67,16.27,16.47,10.95,5.2,-1.64,-6.36
IA,60,tmin,1980,-9.41,-11.82,-5.4,2.88,9.53,14.33,18.59,17.83,12.06,3.28,-1.71,-7.98
IA,60,tmin,1981,-10.69,-8.66,-2.37,5.59,8.05,14.91,17.46,15.6,10.82,3.92,-0.22,-8.86
IA,60,tmin,1982,-18.2,-11.62,-4.7,0.23,12.1,12.05,17.46,15.21,10.94,5.22,-1.74,-4.19
IA,60,tmin,1983,-7.59,-5.91,-1.64,1.27,7.83,15.11,18.69,18.42,11.07,5.8,0.76,-15.34
IA,60,tmin,1984,-12.57,-5.13,-5.79,3.37,7.52,15.63,15.49,15.88,10.07,6.17,-2.16,-7.26
IA,60,tmin,1985,-15.16,-12.07,-0.81,5.48,10.4,12.88,16.21,14.32,12.7,5.57,-3.28,-16.57
IA,60,tmin,1986,-10.61,-10.15,-1.68,5,10.66,15.79,18.94,13.93,13.39,5.71,-4.21,-5.72
IA,60,tmin,1987,-8.3,-5.28,-0.39,4.17,11.31,16.54,18.93,16.66,11.14,1.62,1.48,-4.47
IA,60,tmin,1988,-13.62,-12.15,-2.91,2.21,9.76,15.04,17.34,18.45,11.5,1.89,-1.27,-8.56
IA,60,tmin,1989,-6.06,-14.17,-3.98,2.85,7.88,14.07,17.83,15.83,9.56,4.83,-3.72,-14.93
IA,60,tmin,1990,-5.86,-7.12,-0.42,3.3,8.12,15.63,17.6,16.83,12.84,3.72,0.23,-10.06
IA,60,tmin,1991,-14.45,-6.93,-1.52,5.27,13.12,17.18,17.37,16.46,10.86,4.62,-5.02,-6.8
IA,60,tmin,1992,-7.28,-3.82,-1.6,2.74,8.67,13.06,15.88,12.88,10.26,4,-1.39,-7.75
IA,60,tmin,1993,-10.8,-9.57,-4.16,2.02,10.4,14.33,17.87,17.54,9.66,3.98,-2.73,-6.75
IA,60,tmin,1994,-16.09,-13.44,-2.87,3.08,8.31,15.79,16.24,14.53,12.11,6.88,0.1,-5.29
IA,60,tmin,1995,-10.96,-8.86,-2.26,1.53,8.76,16.33,17.39,19.95,9.59,4.68,-5.74,-8.61
IA,60,tmin,1996,-12.57,-10.35,-7.2,1.07,8.59,15.45,15.56,15.52,10.43,5,-5.06,-9.18
IA,60,tmin,1997,-14.47,-7.17,-2.37,0.94,6.16,14.95,17.28,15.1,12.01,5.13,-2.56,-5.45
IA,60,tmin,1998,-7.88,-0.94,-2.17,4.49,12.33,14.91,17.44,17.54,13.08,5.97,0.3,-5.71
IA,60,tmin,1999,-12.68,-3.86,-4.37,5.15,10.53,15.4,18.98,15.17,8.93,3.18,-0.44,-8.24
IA,60,tmin,2000,-11.15,-5.74,-0.16,2.85,10.64,14.31,16.69,16.81,11.57,6.51,-3.33,-16.05
IA,60,tmin,2001,-11.03,-11.09,-5.28,4.91,11.01,14.13,17.77,16.8,10,4.12,2.97,-4.83
IA,60,tmin,2002,-6.82,-6.24,-5.63,3.39,7.36,16.15,18.72,16.01,11.44,3.73,-3.34,-7.09
IA,60,tmin,2003,-12.47,-12.5,-4.66,3.13,7.98,13.25,16.66,16.52,9.53,3.31,-1.81,-5.84
IA,60,tmin,2004,-11.93,-9.87,-0.23,3.36,10.05,14.53,15.86,13.04,11.35,5.1,0.49,-7.77
IA,60,tmin,2005,-10.36,-4.91,-3.88,5.2,7.47,16.95,17.04,15.68,12.7,4.76,-1.26,-11.21
IA,60,tmin,2006,-3.77,-9.92,-2.74,5.05,9.79,14.4,18.41,17.15,9.93,2.88,-0.75,-5.4
IA,60,tmin,2007,-9.67,-14.23,-0.05,2.04,12.01,15.32,16.18,18.4,11.3,8.02,-2.41,-9.62
IA,60,tmin,2008,-12.93,-13.72,-5.21,3.36,7.49,15.41,17.16,14.98,11.97,3.93,-1.51,-13.15
IA,60,tmin,2009,-16.68,-8.85,-2.76,2.3,9.41,15.4,14.41,14.86,11,3.3,1.38,-9.02
IA,60,tmin,2010,-13.27,-12.46,-1.16,6.24,10.28,16.59,18.81,17.9,11.26,4.07,-1.78,-12.12
IA,60,tmin,2011,-12.98,-9.67,-3.01,3.07,9.12,15.73,20.08,16.08,9.53,4.36,-0.91,-5.19
IA,60,tmin,2012,-8.77,-5.7,4.44,4.04,11.48,15.06,19.76,14.27,8.53,2.95,-2.34,-6.01
IA,60,tmin,2013,-10.57,-9.25,-6.52,1.27,10.22,15.61,16.16,15.21,12,3.9,-4.06,-12.78
IA,60,tmin,2014,-16.92,-17.12,-7.33,2,9.62,16.32,14.9,16.69,9.94,4.02,-6.47,-4.83
IA,60,tmin,2015,-11.35,-16.34,-5.37,3.04,10.87,15.14,16.77,14.83,14.25,5.28,0.2,-1.38
IA,70,ppt,1950,19.89,36.13,18.56,44.8,162.86,99,140.33,130,37.74,76.84,15.98,4.18
IA,70,ppt,1951,14.23,57.79,95.89,135.07,154.73,165.15,97.89,160.47,71.47,56.9,29.52,18.57
IA,70,ppt,1952,13.49,15.8,82.38,76.88,100.5,156.97,86.36,168.27,33.8,0,80.83,22.51
IA,70,ppt,1953,11.68,30.72,61.19,72.19,45.82,130.07,50.85,53.64,25.52,18.84,36.44,23.45
IA,70,ppt,1954,1.12,50.07,23.44,87.87,100.65,127.53,17.77,245.2,35.12,96.46,1.9,8.38
IA,70,ppt,1955,31.87,49.37,17.5,71.8,57.98,122.21,59.18,40.95,84.3,19.17,4,5.85
IA,70,ppt,1956,10.94,13.3,5.42,31.27,65.82,89.05,148.86,130.02,45.11,41.6,72.47,7.57
IA,70,ppt,1957,12.49,4.08,72.79,75.91,119.67,142.86,54,103.92,86.89,100.61,53.09,18.54
IA,70,ppt,1958,24.57,23.59,22.14,47.89,64.78,56.09,313.54,75.52,136.71,10.48,35.82,2.95
IA,70,ppt,1959,20.32,23.22,88.37,68.78,221.89,100.4,57.68,166.08,116.03,66.62,19.32,45.88
IA,70,ppt,1960,60.44,39.21,45.15,61.34,118.14,141.46,64.02,217.47,102.21,50.04,9.5,13.49
IA,70,ppt,1961,6.41,43.96,112.53,57.93,77.11,124.06,92.28,98.43,206.41,77.75,63.91,43.63
IA,70,ppt,1962,18.22,48.85,26.73,29.41,173.26,60.9,147.79,79.62,70.97,81.79,23.24,14.57
IA,70,ppt,1963,15.4,10.17,76.06,84.93,75.98,70.16,91.25,127.49,100.91,26.86,21.01,10.47
IA,70,ppt,1964,7.66,7.65,41.2,128.57,136.34,202.21,106.37,113.94,128.35,8.18,41.06,22.57
IA,70,ppt,1965,21.91,37.78,72.19,82.38,135.87,163.65,133.28,78.98,214.68,24.03,30.85,37.25
IA,70,ppt,1966,20.84,8.94,20.11,26.16,92.4,139.46,84.63,82.74,54.31,20.3,11.56,17.14
IA,70,ppt,1967,23.54,8.93,41.46,82.49,78.97,316.54,57.12,33.13,78.22,76.46,9.15,22.3
IA,70,ppt,1968,12.97,3.53,12.19,97.36,80.96,72.37,91.51,98.14,78.64,106.43,34.21,49.78
IA,70,ppt,1969,22.98,28.23,31.21,114.58,119.29,142.8,153.9,65.54,58.64,103.34,5.84,29.67
IA,70,ppt,1970,4.45,3.61,39.71,65.89,90.23,77.26,71.07,105.11,121.86,104.29,48.29,18.51
IA,70,ppt,1971,32.01,50.33,13.61,34.64,140.57,81.21,62.91,56.28,45.75,109.27,101.57,22.92
IA,70,ppt,1972,8.97,9.21,19.98,94.64,135.02,58.27,153.79,75.23,181.48,86.17,88.42,47.39
IA,70,ppt,1973,53.54,50.09,142.32,101.35,146.58,52.91,181.08,79.58,193.91,108.87,57.47,64.09
IA,70,ppt,1974,22.81,16.23,26.75,93.69,131.54,61.67,16.96,105.09,37.21,95,34.17,27
IA,70,ppt,1975,43.81,31.84,46.51,77.65,106.07,141.98,19.8,124.18,93.83,4.28,83.18,16.74
IA,70,ppt,1976,6.06,52.06,64.87,143.57,87.18,94.5,76.22,37.43,57.5,31.8,0.68,4.11
IA,70,ppt,1977,17.75,5.8,99.37,51.18,87.05,59.22,90.25,281.86,157.06,127.53,44.03,17.44
IA,70,ppt,1978,10.79,28.61,23.18,156.89,119.28,77.4,174.45,75.42,169.85,22.51,60.06,14.17
IA,70,ppt,1979,41.75,7.1,121.79,83.57,54.45,113.7,140.49,64.91,68.42,101.62,44.95,8.3
IA,70,ppt,1980,28.33,14.91,39.66,43.68,45.62,147.04,63.94,175.65,55.78,58.93,7.44,30.8
IA,70,ppt,1981,0.67,21.02,32.03,60.76,78.26,99.47,139.65,114.2,57.07,49.56,55.41,54.73
IA,70,ppt,1982,45,12.7,83.9,61.64,227.13,102.09,93.89,200.42,97.59,55.5,48.76,78.24
IA,70,ppt,1983,17.66,21.3,92.36,46.17,115.46,147.51,28.56,36.31,57.01,91.69,112.93,20.54
IA,70,ppt,1984,12.72,17.48,63.96,178.77,134.38,198.33,70.51,17.98,47.25,108.42,37.63,62.01
IA,70,ppt,1985,11.65,26.83,46.65,51.27,78.45,71.6,121.87,89.29,113.01,78.53,19.48,16.44
IA,70,ppt,1986,0,35.86,58.33,168.16,123.11,95.49,175.14,93.76,199.81,105.17,25,35.08
IA,70,ppt,1987,3.49,6.88,93.36,50.86,193.93,75.19,145.69,264.7,74.8,24.48,64.45,25.22
IA,70,ppt,1988,8.11,10.31,4.11,41.75,55.61,28.75,76.23,51.39,100.64,8.92,55.21,16.97
IA,70,ppt,1989,27.24,21.44,9.74,29.51,45.86,148.7,91.35,103.41,209.45,53.56,0.66,12.45
IA,70,ppt,1990,23.93,10.07,106.36,25.62,133.41,150.45,200.46,72.19,24.19,42.16,50.41,26.95
IA,70,ppt,1991,22.65,6.26,98.97,138.76,107.62,128.12,89.54,64.01,51.7,64.44,83.05,47.5
IA,70,ppt,1992,30.35,36.68,70.8,87.67,48.9,45.34,204.57,36.26,193.99,40.73,103.04,43.31
IA,70,ppt,1993,30.6,24.5,64.89,46.97,176.25,194.95,359.55,162.47,125.15,47.61,21.77,18.28
IA,70,ppt,1994,13.54,19.77,2.83,53.11,41.67,183.76,81.18,67.45,67.6,73.44,34.92,35.79
IA,70,ppt,1995,23.88,13.6,77.56,126.17,176.34,82.45,80.12,48.98,62.29,39.25,39.2,13.18
IA,70,ppt,1996,39.79,5.11,29.72,66.61,235.95,139.49,97.85,80.78,94.54,74.51,91.23,7.68
IA,70,ppt,1997,16.31,35.24,25.98,103.37,95.91,100.8,58.1,54.89,91.32,112.97,52.11,28.21
IA,70,ppt,1998,21.11,53.09,93.54,83.24,129.23,207.18,144.99,75.99,31.25,81.04,58.03,7.18
IA,70,ppt,1999,16.35,32.93,23.7,186.86,161.9,130.8,86.96,89.44,58.39,8.48,29.19,12.93
IA,70,ppt,2000,4.91,39.45,27.97,41.34,49.76,157.45,130.35,47.57,32.46,43.12,55.79,31.35
IA,70,ppt,2001,42.85,70.45,34.82,82.94,192.29,101.65,83.8,29.43,115.24,58.26,31.16,13.86
IA,70,ppt,2002,10.18,18.49,25.89,76.94,113.97,44.53,74.24,142.08,40.09,112.96,6.51,0.15
IA,70,ppt,2003,10.74,29.8,23.64,100.56,126.68,98.54,66.17,29.2,53.17,24.92,117.44,29.19
IA,70,ppt,2004,39.05,25.08,114.33,33.89,205.65,69.12,129.25,109.87,34.54,21.3,44.45,9.71
IA,70,ppt,2005,31.76,56.92,24.85,94.44,111.6,129.63,100.51,63.74,23.34,28.65,31.96,34.3
IA,70,ppt,2006,19.71,2.03,70.18,94.72,93.38,49.95,71.92,184.38,96.55,43.54,26.15,63.7
IA,70,ppt,2007,27.41,33.44,95.81,103.26,237.84,44.28,58.47,225.73,78.21,180.13,3.17,68.47
IA,70,ppt,2008,9.54,28.48,37.51,116.21,161.39,309.97,103.71,22.69,112.5,111.76,38.5,32.8
IA,70,ppt,2009,10.06,18.8,67.88,98.4,76.17,144.71,104.78,125.65,28.56,124.08,34.18,74.43
IA,70,ppt,2010,29.34,24.6,63.1,97.52,112.75,259.95,146.04,102.27,143.22,19.7,52.33,12.59
IA,70,ppt,2011,25.18,21.78,28.61,99.61,134.16,144.46,58.39,176.1,27.84,9.8,56.3,60.06
IA,70,ppt,2012,6.64,61.1,71.81,112.38,67.73,118.38,19.21,92.42,37.03,97.27,21.67,30.95
IA,70,ppt,2013,18.71,22.52,27.75,129.53,201.29,123.49,19.86,44.52,87.46,84.32,31.77,12.07
IA,70,ppt,2014,3.81,30.87,9.88,91.92,104.87,233.65,67.72,242.84,122.31,108.43,10.15,31.86
IA,70,ppt,2015,3.99,33.02,18.57,93.46,162.54,159,162.23,155.47,169.96,25.1,84.09,149.66
IA,70,tmax,1950,0.38,2.36,6.86,14.63,22.81,27.43,27,26.13,24.48,22.37,8.76,1.66
IA,70,tmax,1951,0.6,2.92,5.03,12.86,23.17,24.44,28.88,29.2,22.34,17.78,6.53,-0.24
IA,70,tmax,1952,1.2,6.6,5.68,16.8,22.96,31.38,30.87,27.45,26.88,19.13,10.84,1.12
IA,70,tmax,1953,0.92,5.56,10.21,14.24,22.31,30.94,31.7,30.9,28.62,23.31,13.06,5.68
IA,70,tmax,1954,1.1,11.34,7.55,20.26,20.67,29.42,34.4,29.22,27.79,17.78,13.52,4.55
IA,70,tmax,1955,0.58,-0.3,9.2,22.27,25.5,26.16,33.67,33.54,28.45,20.44,7.29,0.99
IA,70,tmax,1956,-0.23,2.4,10.68,17.9,25.22,31.07,30.3,30.71,27.85,23.88,9.54,5.28
IA,70,tmax,1957,-2.64,5.11,9.43,15.9,21.97,27.13,32.94,30.73,23.24,15.94,7.29,6.88
IA,70,tmax,1958,0.98,-2.02,5.88,17.01,24.75,26.82,27.62,29.73,25.86,21.07,12.64,2.52
IA,70,tmax,1959,-1.82,0.97,9.55,16.95,23.05,28.86,29.04,30.99,24.27,15.92,6.47,6.34
IA,70,tmax,1960,-1.75,-2.07,-0.64,18.06,22.92,26.41,29.57,29.48,26.14,19.74,11.72,3.38
IA,70,tmax,1961,2.43,5.64,8.57,14.5,21.21,27.31,29.91,29.25,23.03,20.08,8.53,-1.57
